datetime_utc,datetime_local,load_MW,load_GW,temperature_c,humidity_pct,is_weekend,is_peak_hour,hour,weekday,month
2022-04-25 20:00:00+00:00,2022-04-25 22:00:00+02:00,55251.59,55.25158999999999,9.0,87,0,0,22,0,4
2022-04-25 21:00:00+00:00,2022-04-25 23:00:00+02:00,51266.8925,51.266892500000004,8.3,91,0,0,23,0,4
2022-04-25 22:00:00+00:00,2022-04-26 00:00:00+02:00,48360.255000000005,48.360255,7.3,94,0,0,0,1,4
2022-04-25 23:00:00+00:00,2022-04-26 01:00:00+02:00,46736.54,46.73654,6.6,96,0,0,1,1,4
2022-04-26 00:00:00+00:00,2022-04-26 02:00:00+02:00,46167.8425,46.1678425,8.0,92,0,0,2,1,4
2022-04-26 01:00:00+00:00,2022-04-26 03:00:00+02:00,46594.7875,46.594787499999995,8.1,92,0,0,3,1,4
2022-04-26 02:00:00+00:00,2022-04-26 04:00:00+02:00,47726.675,47.726675,7.8,92,0,0,4,1,4
2022-04-26 03:00:00+00:00,2022-04-26 05:00:00+02:00,51122.1775,51.1221775,7.6,94,0,0,5,1,4
2022-04-26 04:00:00+00:00,2022-04-26 06:00:00+02:00,58020.35,58.02035,6.9,95,0,0,6,1,4
2022-04-26 05:00:00+00:00,2022-04-26 07:00:00+02:00,63164.3575,63.1643575,7.4,94,0,0,7,1,4
2022-04-26 06:00:00+00:00,2022-04-26 08:00:00+02:00,66382.215,66.382215,8.0,93,0,1,8,1,4
2022-04-26 07:00:00+00:00,2022-04-26 09:00:00+02:00,66848.17,66.84817,8.2,93,0,1,9,1,4
2022-04-26 08:00:00+00:00,2022-04-26 10:00:00+02:00,67678.215,67.678215,8.5,91,0,1,10,1,4
2022-04-26 09:00:00+00:00,2022-04-26 11:00:00+02:00,68534.37,68.53437,9.1,88,0,1,11,1,4
2022-04-26 10:00:00+00:00,2022-04-26 12:00:00+02:00,67855.365,67.855365,10.3,79,0,1,12,1,4
2022-04-26 11:00:00+00:00,2022-04-26 13:00:00+02:00,66467.165,66.467165,10.4,74,0,1,13,1,4
2022-04-26 12:00:00+00:00,2022-04-26 14:00:00+02:00,65239.605,65.239605,8.7,83,0,1,14,1,4
2022-04-26 13:00:00+00:00,2022-04-26 15:00:00+02:00,64454.2275,64.4542275,10.7,74,0,1,15,1,4
2022-04-26 14:00:00+00:00,2022-04-26 16:00:00+02:00,63684.354999999996,63.684355,10.4,77,0,1,16,1,4
2022-04-26 15:00:00+00:00,2022-04-26 17:00:00+02:00,63979.932499999995,63.9799325,9.9,75,0,1,17,1,4
2022-04-26 16:00:00+00:00,2022-04-26 18:00:00+02:00,63821.34,63.82134,10.3,73,0,1,18,1,4
2022-04-26 17:00:00+00:00,2022-04-26 19:00:00+02:00,63465.095,63.465095,9.8,74,0,1,19,1,4
2022-04-26 18:00:00+00:00,2022-04-26 20:00:00+02:00,61805.745,61.805745,9.3,72,0,1,20,1,4
2022-04-26 19:00:00+00:00,2022-04-26 21:00:00+02:00,59335.6,59.3356,8.8,75,0,0,21,1,4
2022-04-26 20:00:00+00:00,2022-04-26 22:00:00+02:00,55616.6575,55.6166575,8.7,76,0,0,22,1,4
2022-04-26 21:00:00+00:00,2022-04-26 23:00:00+02:00,51316.29,51.31629,8.6,76,0,0,23,1,4
2022-04-26 22:00:00+00:00,2022-04-27 00:00:00+02:00,48093.145000000004,48.09314500000001,5.9,89,0,0,0,2,4
2022-04-26 23:00:00+00:00,2022-04-27 01:00:00+02:00,46291.9975,46.2919975,5.3,88,0,0,1,2,4
2022-04-27 00:00:00+00:00,2022-04-27 02:00:00+02:00,45726.6225,45.7266225,7.1,90,0,0,2,2,4
2022-04-27 01:00:00+00:00,2022-04-27 03:00:00+02:00,46019.9725,46.0199725,6.5,92,0,0,3,2,4
2022-04-27 02:00:00+00:00,2022-04-27 04:00:00+02:00,47660.097499999996,47.6600975,6.5,90,0,0,4,2,4
2022-04-27 03:00:00+00:00,2022-04-27 05:00:00+02:00,50740.807499999995,50.740807499999995,6.7,92,0,0,5,2,4
2022-04-27 04:00:00+00:00,2022-04-27 06:00:00+02:00,57580.4975,57.5804975,6.5,92,0,0,6,2,4
2022-04-27 05:00:00+00:00,2022-04-27 07:00:00+02:00,62532.5975,62.5325975,6.7,90,0,0,7,2,4
2022-04-27 06:00:00+00:00,2022-04-27 08:00:00+02:00,64852.765,64.852765,7.9,88,0,1,8,2,4
2022-04-27 07:00:00+00:00,2022-04-27 09:00:00+02:00,65472.7,65.4727,9.4,82,0,1,9,2,4
2022-04-27 08:00:00+00:00,2022-04-27 10:00:00+02:00,66460.62,66.46061999999999,11.2,74,0,1,10,2,4
2022-04-27 09:00:00+00:00,2022-04-27 11:00:00+02:00,66749.4825,66.7494825,13.1,67,0,1,11,2,4
2022-04-27 10:00:00+00:00,2022-04-27 12:00:00+02:00,66057.4025,66.0574025,14.6,61,0,1,12,2,4
2022-04-27 11:00:00+00:00,2022-04-27 13:00:00+02:00,64710.815,64.710815,15.7,52,0,1,13,2,4
2022-04-27 12:00:00+00:00,2022-04-27 14:00:00+02:00,63347.1325,63.3471325,16.8,49,0,1,14,2,4
2022-04-27 13:00:00+00:00,2022-04-27 15:00:00+02:00,62949.62,62.94962,17.3,44,0,1,15,2,4
2022-04-27 14:00:00+00:00,2022-04-27 16:00:00+02:00,61349.5875,61.3495875,17.2,44,0,1,16,2,4
2022-04-27 15:00:00+00:00,2022-04-27 17:00:00+02:00,61479.5175,61.4795175,16.8,46,0,1,17,2,4
2022-04-27 16:00:00+00:00,2022-04-27 18:00:00+02:00,62158.9125,62.1589125,16.5,46,0,1,18,2,4
2022-04-27 17:00:00+00:00,2022-04-27 19:00:00+02:00,62413.957500000004,62.4139575,16.2,49,0,1,19,2,4
2022-04-27 18:00:00+00:00,2022-04-27 20:00:00+02:00,61582.7875,61.5827875,13.7,69,0,1,20,2,4
2022-04-27 19:00:00+00:00,2022-04-27 21:00:00+02:00,59477.685,59.477685,12.0,62,0,0,21,2,4
2022-04-27 20:00:00+00:00,2022-04-27 22:00:00+02:00,55641.082500000004,55.6410825,10.9,66,0,0,22,2,4
2022-04-27 21:00:00+00:00,2022-04-27 23:00:00+02:00,51495.5525,51.495552499999995,9.7,73,0,0,23,2,4
2022-04-27 22:00:00+00:00,2022-04-28 00:00:00+02:00,48291.7625,48.2917625,9.4,75,0,0,0,3,4
2022-04-27 23:00:00+00:00,2022-04-28 01:00:00+02:00,46430.8725,46.4308725,9.1,75,0,0,1,3,4
2022-04-28 00:00:00+00:00,2022-04-28 02:00:00+02:00,45898.8575,45.8988575,8.8,79,0,0,2,3,4
2022-04-28 01:00:00+00:00,2022-04-28 03:00:00+02:00,46104.692500000005,46.104692500000006,7.6,85,0,0,3,3,4
2022-04-28 02:00:00+00:00,2022-04-28 04:00:00+02:00,47508.305,47.508305,7.1,87,0,0,4,3,4
2022-04-28 03:00:00+00:00,2022-04-28 05:00:00+02:00,51028.0425,51.028042500000005,6.5,90,0,0,5,3,4
2022-04-28 04:00:00+00:00,2022-04-28 06:00:00+02:00,57411.75,57.41175,5.9,91,0,0,6,3,4
2022-04-28 05:00:00+00:00,2022-04-28 07:00:00+02:00,62200.745,62.200745000000005,6.1,89,0,0,7,3,4
2022-04-28 06:00:00+00:00,2022-04-28 08:00:00+02:00,64839.7575,64.8397575,8.1,82,0,1,8,3,4
2022-04-28 07:00:00+00:00,2022-04-28 09:00:00+02:00,65117.4775,65.1174775,10.5,73,0,1,9,3,4
2022-04-28 08:00:00+00:00,2022-04-28 10:00:00+02:00,65793.2025,65.79320249999999,12.9,64,0,1,10,3,4
2022-04-28 09:00:00+00:00,2022-04-28 11:00:00+02:00,65861.335,65.86133500000001,15.1,55,0,1,11,3,4
2022-04-28 10:00:00+00:00,2022-04-28 12:00:00+02:00,65289.965,65.289965,16.9,48,0,1,12,3,4
2022-04-28 11:00:00+00:00,2022-04-28 13:00:00+02:00,64389.5825,64.3895825,18.0,40,0,1,13,3,4
2022-04-28 12:00:00+00:00,2022-04-28 14:00:00+02:00,63362.2225,63.3622225,18.7,36,0,1,14,3,4
2022-04-28 13:00:00+00:00,2022-04-28 15:00:00+02:00,62341.875,62.341875,19.0,34,0,1,15,3,4
2022-04-28 14:00:00+00:00,2022-04-28 16:00:00+02:00,60757.45,60.75745,18.9,33,0,1,16,3,4
2022-04-28 15:00:00+00:00,2022-04-28 17:00:00+02:00,60938.3475,60.938347500000006,19.1,33,0,1,17,3,4
2022-04-28 16:00:00+00:00,2022-04-28 18:00:00+02:00,61275.807499999995,61.27580749999999,19.2,33,0,1,18,3,4
2022-04-28 17:00:00+00:00,2022-04-28 19:00:00+02:00,61418.1225,61.418122499999996,18.6,39,0,1,19,3,4
2022-04-28 18:00:00+00:00,2022-04-28 20:00:00+02:00,60739.545,60.739545,16.2,48,0,1,20,3,4
2022-04-28 19:00:00+00:00,2022-04-28 21:00:00+02:00,58926.4725,58.9264725,14.1,56,0,0,21,3,4
2022-04-28 20:00:00+00:00,2022-04-28 22:00:00+02:00,55400.1925,55.400192499999996,12.4,63,0,0,22,3,4
2022-04-28 21:00:00+00:00,2022-04-28 23:00:00+02:00,51345.625,51.345625,11.2,70,0,0,23,3,4
2022-04-28 22:00:00+00:00,2022-04-29 00:00:00+02:00,47943.035,47.943035,10.7,70,0,0,0,4,4
2022-04-28 23:00:00+00:00,2022-04-29 01:00:00+02:00,45727.3125,45.7273125,10.2,70,0,0,1,4,4
2022-04-29 00:00:00+00:00,2022-04-29 02:00:00+02:00,44826.035,44.826035000000005,9.7,73,0,0,2,4,4
2022-04-29 01:00:00+00:00,2022-04-29 03:00:00+02:00,45040.3375,45.0403375,9.3,71,0,0,3,4,4
2022-04-29 02:00:00+00:00,2022-04-29 04:00:00+02:00,46580.5525,46.580552499999996,8.7,73,0,0,4,4,4
2022-04-29 03:00:00+00:00,2022-04-29 05:00:00+02:00,50339.77,50.339769999999994,8.1,76,0,0,5,4,4
2022-04-29 04:00:00+00:00,2022-04-29 06:00:00+02:00,56553.995,56.553995,7.4,79,0,0,6,4,4
2022-04-29 05:00:00+00:00,2022-04-29 07:00:00+02:00,61423.994999999995,61.423995,7.4,80,0,0,7,4,4
2022-04-29 06:00:00+00:00,2022-04-29 08:00:00+02:00,64330.8525,64.3308525,9.4,75,0,1,8,4,4
2022-04-29 07:00:00+00:00,2022-04-29 09:00:00+02:00,65224.2675,65.2242675,11.4,68,0,1,9,4,4
2022-04-29 08:00:00+00:00,2022-04-29 10:00:00+02:00,65841.9925,65.84199249999999,13.6,62,0,1,10,4,4
2022-04-29 09:00:00+00:00,2022-04-29 11:00:00+02:00,65543.925,65.543925,15.9,54,0,1,11,4,4
2022-04-29 10:00:00+00:00,2022-04-29 12:00:00+02:00,65054.5775,65.0545775,18.0,47,0,1,12,4,4
2022-04-29 11:00:00+00:00,2022-04-29 13:00:00+02:00,63387.5125,63.3875125,19.5,37,0,1,13,4,4
2022-04-29 12:00:00+00:00,2022-04-29 14:00:00+02:00,61694.4475,61.6944475,19.2,33,0,1,14,4,4
2022-04-29 13:00:00+00:00,2022-04-29 15:00:00+02:00,60189.075,60.189074999999995,19.5,33,0,1,15,4,4
2022-04-29 14:00:00+00:00,2022-04-29 16:00:00+02:00,59189.494999999995,59.189494999999994,19.8,33,0,1,16,4,4
2022-04-29 15:00:00+00:00,2022-04-29 17:00:00+02:00,59823.75,59.82375,19.3,34,0,1,17,4,4
2022-04-29 16:00:00+00:00,2022-04-29 18:00:00+02:00,60371.955,60.371955,18.5,37,0,1,18,4,4
2022-04-29 17:00:00+00:00,2022-04-29 19:00:00+02:00,60181.7375,60.181737500000004,18.1,41,0,1,19,4,4
2022-04-29 18:00:00+00:00,2022-04-29 20:00:00+02:00,59029.195,59.029195,16.6,45,0,1,20,4,4
2022-04-29 19:00:00+00:00,2022-04-29 21:00:00+02:00,56424.5375,56.4245375,15.6,49,0,0,21,4,4
2022-04-29 20:00:00+00:00,2022-04-29 22:00:00+02:00,52848.1625,52.8481625,15.0,53,0,0,22,4,4
2022-04-29 21:00:00+00:00,2022-04-29 23:00:00+02:00,49128.21,49.128209999999996,14.0,62,0,0,23,4,4
2022-04-29 22:00:00+00:00,2022-04-30 00:00:00+02:00,45926.5275,45.9265275,12.9,68,1,0,0,5,4
2022-04-29 23:00:00+00:00,2022-04-30 01:00:00+02:00,43971.685,43.971685,12.0,74,1,0,1,5,4
2022-04-30 00:00:00+00:00,2022-04-30 02:00:00+02:00,42779.095,42.779095,12.3,65,1,0,2,5,4
2022-04-30 01:00:00+00:00,2022-04-30 03:00:00+02:00,42490.645,42.490644999999994,11.1,69,1,0,3,5,4
2022-04-30 02:00:00+00:00,2022-04-30 04:00:00+02:00,42820.545,42.820544999999996,10.0,72,1,0,4,5,4
2022-04-30 03:00:00+00:00,2022-04-30 05:00:00+02:00,43250.2125,43.2502125,8.9,78,1,0,5,5,4
2022-04-30 04:00:00+00:00,2022-04-30 06:00:00+02:00,44289.86,44.28986,8.0,84,1,0,6,5,4
2022-04-30 05:00:00+00:00,2022-04-30 07:00:00+02:00,47294.972499999996,47.29497249999999,7.8,85,1,0,7,5,4
2022-04-30 06:00:00+00:00,2022-04-30 08:00:00+02:00,51022.85,51.02285,8.0,84,1,1,8,5,4
2022-04-30 07:00:00+00:00,2022-04-30 09:00:00+02:00,53989.455,53.989455,8.6,82,1,1,9,5,4
2022-04-30 08:00:00+00:00,2022-04-30 10:00:00+02:00,55657.5375,55.6575375,9.6,78,1,1,10,5,4
2022-04-30 09:00:00+00:00,2022-04-30 11:00:00+02:00,56358.11,56.35811,10.8,72,1,1,11,5,4
2022-04-30 10:00:00+00:00,2022-04-30 12:00:00+02:00,55990.055,55.990055,11.7,68,1,1,12,5,4
2022-04-30 11:00:00+00:00,2022-04-30 13:00:00+02:00,54026.435,54.026435,11.4,68,1,1,13,5,4
2022-04-30 12:00:00+00:00,2022-04-30 14:00:00+02:00,52220.985,52.220985,8.8,85,1,1,14,5,4
2022-04-30 13:00:00+00:00,2022-04-30 15:00:00+02:00,51156.0325,51.1560325,10.7,77,1,1,15,5,4
2022-04-30 14:00:00+00:00,2022-04-30 16:00:00+02:00,50650.4325,50.6504325,11.5,73,1,1,16,5,4
2022-04-30 15:00:00+00:00,2022-04-30 17:00:00+02:00,51078.31,51.078309999999995,12.5,67,1,1,17,5,4
2022-04-30 16:00:00+00:00,2022-04-30 18:00:00+02:00,51898.9925,51.8989925,12.3,67,1,1,18,5,4
2022-04-30 17:00:00+00:00,2022-04-30 19:00:00+02:00,51596.2475,51.5962475,11.7,67,1,1,19,5,4
2022-04-30 18:00:00+00:00,2022-04-30 20:00:00+02:00,50642.8025,50.642802499999995,11.2,70,1,1,20,5,4
2022-04-30 19:00:00+00:00,2022-04-30 21:00:00+02:00,49107.7125,49.1077125,10.2,73,1,0,21,5,4
2022-04-30 20:00:00+00:00,2022-04-30 22:00:00+02:00,47072.369999999995,47.07236999999999,9.7,73,1,0,22,5,4
2022-04-30 21:00:00+00:00,2022-04-30 23:00:00+02:00,44125.095,44.125095,9.4,73,1,0,23,5,4
2022-04-30 22:00:00+00:00,2022-05-01 00:00:00+02:00,41375.7625,41.3757625,8.4,76,1,0,0,6,5
2022-04-30 23:00:00+00:00,2022-05-01 01:00:00+02:00,39421.6375,39.421637499999996,8.6,74,1,0,1,6,5
2022-05-01 00:00:00+00:00,2022-05-01 02:00:00+02:00,38140.655,38.140654999999995,9.0,80,1,0,2,6,5
2022-05-01 01:00:00+00:00,2022-05-01 03:00:00+02:00,37691.4925,37.6914925,9.0,80,1,0,3,6,5
2022-05-01 02:00:00+00:00,2022-05-01 04:00:00+02:00,38169.6225,38.169622499999996,8.6,82,1,0,4,6,5
2022-05-01 03:00:00+00:00,2022-05-01 05:00:00+02:00,37874.0325,37.8740325,8.4,81,1,0,5,6,5
2022-05-01 04:00:00+00:00,2022-05-01 06:00:00+02:00,37857.5625,37.8575625,8.0,81,1,0,6,6,5
2022-05-01 05:00:00+00:00,2022-05-01 07:00:00+02:00,39735.1225,39.735122499999996,8.1,82,1,0,7,6,5
2022-05-01 06:00:00+00:00,2022-05-01 08:00:00+02:00,42719.7175,42.7197175,9.4,78,1,1,8,6,5
2022-05-01 07:00:00+00:00,2022-05-01 09:00:00+02:00,45830.667499999996,45.8306675,10.6,74,1,1,9,6,5
2022-05-01 08:00:00+00:00,2022-05-01 10:00:00+02:00,48233.03,48.23303,12.0,69,1,1,10,6,5
2022-05-01 09:00:00+00:00,2022-05-01 11:00:00+02:00,49860.5225,49.8605225,14.0,62,1,1,11,6,5
2022-05-01 10:00:00+00:00,2022-05-01 12:00:00+02:00,49584.1875,49.5841875,15.3,57,1,1,12,6,5
2022-05-01 11:00:00+00:00,2022-05-01 13:00:00+02:00,47353.2075,47.353207499999996,15.9,53,1,1,13,6,5
2022-05-01 12:00:00+00:00,2022-05-01 14:00:00+02:00,46356.9925,46.3569925,17.0,51,1,1,14,6,5
2022-05-01 13:00:00+00:00,2022-05-01 15:00:00+02:00,45909.475,45.909475,16.0,52,1,1,15,6,5
2022-05-01 14:00:00+00:00,2022-05-01 16:00:00+02:00,45831.1375,45.8311375,16.7,50,1,1,16,6,5
2022-05-01 15:00:00+00:00,2022-05-01 17:00:00+02:00,46934.985,46.934985,16.8,49,1,1,17,6,5
2022-05-01 16:00:00+00:00,2022-05-01 18:00:00+02:00,48622.335,48.622335,16.2,52,1,1,18,6,5
2022-05-01 17:00:00+00:00,2022-05-01 19:00:00+02:00,48730.7025,48.7307025,15.5,56,1,1,19,6,5
2022-05-01 18:00:00+00:00,2022-05-01 20:00:00+02:00,48470.25,48.47025,14.4,65,1,1,20,6,5
2022-05-01 19:00:00+00:00,2022-05-01 21:00:00+02:00,47900.850000000006,47.900850000000005,12.7,73,1,0,21,6,5
2022-05-01 20:00:00+00:00,2022-05-01 22:00:00+02:00,46375.4325,46.3754325,12.2,72,1,0,22,6,5
2022-05-01 21:00:00+00:00,2022-05-01 23:00:00+02:00,43421.955,43.421955000000004,11.4,78,1,0,23,6,5
2022-05-01 22:00:00+00:00,2022-05-02 00:00:00+02:00,41348.9525,41.3489525,10.2,84,0,0,0,0,5
2022-05-01 23:00:00+00:00,2022-05-02 01:00:00+02:00,39970.025,39.970025,9.5,86,0,0,1,0,5
2022-05-02 00:00:00+00:00,2022-05-02 02:00:00+02:00,39200.34,39.20034,10.0,84,0,0,2,0,5
2022-05-02 01:00:00+00:00,2022-05-02 03:00:00+02:00,39753.1025,39.753102500000004,9.5,86,0,0,3,0,5
2022-05-02 02:00:00+00:00,2022-05-02 04:00:00+02:00,41826.2475,41.8262475,8.8,88,0,0,4,0,5
2022-05-02 03:00:00+00:00,2022-05-02 05:00:00+02:00,46172.765,46.172765,8.0,91,0,0,5,0,5
2022-05-02 04:00:00+00:00,2022-05-02 06:00:00+02:00,54518.3375,54.5183375,7.6,91,0,0,6,0,5
2022-05-02 05:00:00+00:00,2022-05-02 07:00:00+02:00,60066.3875,60.0663875,8.3,87,0,0,7,0,5
2022-05-02 06:00:00+00:00,2022-05-02 08:00:00+02:00,63144.455,63.144455,10.2,81,0,1,8,0,5
2022-05-02 07:00:00+00:00,2022-05-02 09:00:00+02:00,63768.82,63.76882,12.5,71,0,1,9,0,5
2022-05-02 08:00:00+00:00,2022-05-02 10:00:00+02:00,64546.8925,64.5468925,14.4,62,0,1,10,0,5
2022-05-02 09:00:00+00:00,2022-05-02 11:00:00+02:00,65512.520000000004,65.51252000000001,15.9,57,0,1,11,0,5
2022-05-02 10:00:00+00:00,2022-05-02 12:00:00+02:00,65462.9475,65.4629475,17.4,54,0,1,12,0,5
2022-05-02 11:00:00+00:00,2022-05-02 13:00:00+02:00,64617.565,64.617565,18.3,51,0,1,13,0,5
2022-05-02 12:00:00+00:00,2022-05-02 14:00:00+02:00,63236.12,63.23612,19.8,48,0,1,14,0,5
2022-05-02 13:00:00+00:00,2022-05-02 15:00:00+02:00,62272.4425,62.2724425,20.3,44,0,1,15,0,5
2022-05-02 14:00:00+00:00,2022-05-02 16:00:00+02:00,60993.4075,60.9934075,17.0,64,0,1,16,0,5
2022-05-02 15:00:00+00:00,2022-05-02 17:00:00+02:00,60776.7575,60.7767575,17.3,59,0,1,17,0,5
2022-05-02 16:00:00+00:00,2022-05-02 18:00:00+02:00,61457.78,61.45778,18.1,55,0,1,18,0,5
2022-05-02 17:00:00+00:00,2022-05-02 19:00:00+02:00,61471.7775,61.471777499999995,17.7,54,0,1,19,0,5
2022-05-02 18:00:00+00:00,2022-05-02 20:00:00+02:00,60018.229999999996,60.018229999999996,16.1,65,0,1,20,0,5
2022-05-02 19:00:00+00:00,2022-05-02 21:00:00+02:00,58524.0125,58.5240125,13.6,73,0,0,21,0,5
2022-05-02 20:00:00+00:00,2022-05-02 22:00:00+02:00,54976.9825,54.9769825,13.0,72,0,0,22,0,5
2022-05-02 21:00:00+00:00,2022-05-02 23:00:00+02:00,50743.305,50.743305,12.6,69,0,0,23,0,5
2022-05-02 22:00:00+00:00,2022-05-03 00:00:00+02:00,47960.69,47.96069,12.6,66,0,0,0,1,5
2022-05-02 23:00:00+00:00,2022-05-03 01:00:00+02:00,45813.5225,45.8135225,12.3,67,0,0,1,1,5
2022-05-03 00:00:00+00:00,2022-05-03 02:00:00+02:00,45050.825,45.050824999999996,12.1,67,0,0,2,1,5
2022-05-03 01:00:00+00:00,2022-05-03 03:00:00+02:00,45476.39,45.47639,11.8,68,0,0,3,1,5
2022-05-03 02:00:00+00:00,2022-05-03 04:00:00+02:00,47254.795,47.254795,11.1,71,0,0,4,1,5
2022-05-03 03:00:00+00:00,2022-05-03 05:00:00+02:00,50644.2125,50.6442125,10.5,75,0,0,5,1,5
2022-05-03 04:00:00+00:00,2022-05-03 06:00:00+02:00,57714.29,57.71429,10.3,77,0,0,6,1,5
2022-05-03 05:00:00+00:00,2022-05-03 07:00:00+02:00,62615.07,62.61507,10.6,76,0,0,7,1,5
2022-05-03 06:00:00+00:00,2022-05-03 08:00:00+02:00,65158.445,65.158445,11.6,74,0,1,8,1,5
2022-05-03 07:00:00+00:00,2022-05-03 09:00:00+02:00,65537.92749999999,65.5379275,12.8,69,0,1,9,1,5
2022-05-03 08:00:00+00:00,2022-05-03 10:00:00+02:00,66002.83,66.00283,15.0,62,0,1,10,1,5
2022-05-03 09:00:00+00:00,2022-05-03 11:00:00+02:00,66473.94,66.47394,17.0,55,0,1,11,1,5
2022-05-03 10:00:00+00:00,2022-05-03 12:00:00+02:00,66073.095,66.073095,18.5,50,0,1,12,1,5
2022-05-03 11:00:00+00:00,2022-05-03 13:00:00+02:00,65382.25,65.38225,19.7,46,0,1,13,1,5
2022-05-03 12:00:00+00:00,2022-05-03 14:00:00+02:00,63747.3975,63.7473975,20.3,44,0,1,14,1,5
2022-05-03 13:00:00+00:00,2022-05-03 15:00:00+02:00,62532.4775,62.5324775,20.6,41,0,1,15,1,5
2022-05-03 14:00:00+00:00,2022-05-03 16:00:00+02:00,61596.3025,61.5963025,20.8,39,0,1,16,1,5
2022-05-03 15:00:00+00:00,2022-05-03 17:00:00+02:00,62012.5675,62.012567499999996,20.2,40,0,1,17,1,5
2022-05-03 16:00:00+00:00,2022-05-03 18:00:00+02:00,62033.0,62.033,19.5,42,0,1,18,1,5
2022-05-03 17:00:00+00:00,2022-05-03 19:00:00+02:00,61653.3575,61.6533575,18.7,43,0,1,19,1,5
2022-05-03 18:00:00+00:00,2022-05-03 20:00:00+02:00,60115.5325,60.1155325,17.4,49,0,1,20,1,5
2022-05-03 19:00:00+00:00,2022-05-03 21:00:00+02:00,58601.255000000005,58.601255,15.8,54,0,0,21,1,5
2022-05-03 20:00:00+00:00,2022-05-03 22:00:00+02:00,54827.6875,54.8276875,15.1,57,0,0,22,1,5
2022-05-03 21:00:00+00:00,2022-05-03 23:00:00+02:00,50186.850000000006,50.18685000000001,14.3,60,0,0,23,1,5
2022-05-03 22:00:00+00:00,2022-05-04 00:00:00+02:00,46890.0575,46.890057500000005,14.1,60,0,0,0,2,5
2022-05-03 23:00:00+00:00,2022-05-04 01:00:00+02:00,45377.905,45.377905,13.0,61,0,0,1,2,5
2022-05-04 00:00:00+00:00,2022-05-04 02:00:00+02:00,44618.19,44.618190000000006,11.7,68,0,0,2,2,5
2022-05-04 01:00:00+00:00,2022-05-04 03:00:00+02:00,44722.0825,44.7220825,11.6,71,0,0,3,2,5
2022-05-04 02:00:00+00:00,2022-05-04 04:00:00+02:00,46106.415,46.106415,11.2,74,0,0,4,2,5
2022-05-04 03:00:00+00:00,2022-05-04 05:00:00+02:00,49779.53,49.77953,10.4,79,0,0,5,2,5
2022-05-04 04:00:00+00:00,2022-05-04 06:00:00+02:00,56744.87,56.744870000000006,9.5,84,0,0,6,2,5
2022-05-04 05:00:00+00:00,2022-05-04 07:00:00+02:00,61773.645,61.773644999999995,10.3,85,0,0,7,2,5
2022-05-04 06:00:00+00:00,2022-05-04 08:00:00+02:00,64617.6825,64.6176825,11.4,85,0,1,8,2,5
2022-05-04 07:00:00+00:00,2022-05-04 09:00:00+02:00,64813.3375,64.8133375,13.1,76,0,1,9,2,5
2022-05-04 08:00:00+00:00,2022-05-04 10:00:00+02:00,65352.515,65.352515,14.7,67,0,1,10,2,5
2022-05-04 09:00:00+00:00,2022-05-04 11:00:00+02:00,66298.9925,66.2989925,16.1,62,0,1,11,2,5
2022-05-04 10:00:00+00:00,2022-05-04 12:00:00+02:00,66103.8925,66.1038925,17.9,56,0,1,12,2,5
2022-05-04 11:00:00+00:00,2022-05-04 13:00:00+02:00,65182.0175,65.1820175,18.7,53,0,1,13,2,5
2022-05-04 12:00:00+00:00,2022-05-04 14:00:00+02:00,63804.84,63.80484,19.9,47,0,1,14,2,5
2022-05-04 13:00:00+00:00,2022-05-04 15:00:00+02:00,62794.2675,62.794267500000004,20.5,45,0,1,15,2,5
2022-05-04 14:00:00+00:00,2022-05-04 16:00:00+02:00,61885.455,61.885455,20.2,45,0,1,16,2,5
2022-05-04 15:00:00+00:00,2022-05-04 17:00:00+02:00,61841.3625,61.8413625,17.6,59,0,1,17,2,5
2022-05-04 16:00:00+00:00,2022-05-04 18:00:00+02:00,62099.1975,62.0991975,16.9,63,0,1,18,2,5
2022-05-04 17:00:00+00:00,2022-05-04 19:00:00+02:00,62086.755000000005,62.086755000000004,15.6,71,0,1,19,2,5
2022-05-04 18:00:00+00:00,2022-05-04 20:00:00+02:00,60203.8625,60.2038625,13.7,85,0,1,20,2,5
2022-05-04 19:00:00+00:00,2022-05-04 21:00:00+02:00,58585.350000000006,58.585350000000005,13.3,92,0,0,21,2,5
2022-05-04 20:00:00+00:00,2022-05-04 22:00:00+02:00,54826.3825,54.8263825,13.1,93,0,0,22,2,5
2022-05-04 21:00:00+00:00,2022-05-04 23:00:00+02:00,50440.965000000004,50.440965000000006,11.8,95,0,0,23,2,5
2022-05-04 22:00:00+00:00,2022-05-05 00:00:00+02:00,47427.715,47.427715,10.9,93,0,0,0,3,5
2022-05-04 23:00:00+00:00,2022-05-05 01:00:00+02:00,45290.305,45.290305000000004,9.8,90,0,0,1,3,5
2022-05-05 00:00:00+00:00,2022-05-05 02:00:00+02:00,44692.5075,44.6925075,12.0,68,0,0,2,3,5
2022-05-05 01:00:00+00:00,2022-05-05 03:00:00+02:00,44876.8275,44.8768275,12.9,63,0,0,3,3,5
2022-05-05 02:00:00+00:00,2022-05-05 04:00:00+02:00,46728.84,46.72884,12.4,69,0,0,4,3,5
2022-05-05 03:00:00+00:00,2022-05-05 05:00:00+02:00,50232.045,50.232045,11.8,73,0,0,5,3,5
2022-05-05 04:00:00+00:00,2022-05-05 06:00:00+02:00,56745.18,56.74518,11.5,72,0,0,6,3,5
