date,abs_log_return
2014-12-10,5.8209644878598477e-05
2014-12-11,0.0011639458041629858
2014-12-12,0.001996208433279162
2014-12-16,0.00016655553077307705
2014-12-17,8.328816932107186e-05
2014-12-19,0.002744457479331164
2014-12-22,0.0005731925306390606
2014-12-23,0.00017455821065293087
2014-12-24,0.0007483102908928119
2014-12-25,7.486183656635337e-05
2014-12-26,0.00024122344124696826
2014-12-29,0.00016633393310053202
2014-12-31,0.0003992280982309804
2015-01-01,0.000474059431661622
2015-01-02,0.000573816989147824
2015-01-05,0.0004992347667097663
2015-01-06,0.0001415927519974325
2015-01-07,0.00035799064118205437
2015-01-09,2.50148774010861e-05
2015-01-12,6.660402317562597e-05
2015-01-13,0.00017490706989778393
2015-01-16,0.18880484719636034
2015-01-19,0.0018121425316173475
2015-01-20,0.027431645274853995
2015-01-21,0.010149410317226843
2015-01-22,0.010723793745329712
2015-01-23,0.010293762296450626
2015-01-26,0.008287503798063674
2015-01-27,0.033456183546942915
2015-01-28,0.007859374203597693
2015-01-29,0.0014666714369174702
2015-01-30,0.021364910570643474
2015-02-02,0.003545270631243977
2015-02-03,0.009077532478649494
2015-02-04,0.00795832067286125
2015-02-05,0.011169068831742936
2015-02-06,0.009185418427897787
2015-02-09,0.009023214215624277
2015-02-10,0.0008590943626176975
2015-02-11,0.0015267437296155248
2015-02-12,0.0016196294270797926
2015-02-13,0.009587321036544971
2015-02-16,0.001394534160650017
2015-02-17,0.005314933509660745
2015-02-18,0.010508091222091405
2015-02-19,0.005576249532944846
2015-02-20,0.005017145405437684
2015-02-23,0.00790883854823872
2015-02-24,0.006332022640455209
2015-02-25,0.0001856628867436677
2015-02-26,0.0006494382178657276
2015-02-27,0.010113998856637468
2015-03-02,0.0022041161912678964
2015-03-03,0.00599139483502506
2015-03-04,0.002786860966091237
2015-03-05,0.0065273437863280215
2015-03-06,0.006182879159627425
2015-03-09,0.005995494438929494
2015-03-10,0.0017780713808842608
2015-03-11,0.0007483056846038783
2015-03-12,0.004210121651504577
2015-03-13,0.0010612429001197396
2015-03-16,0.00970586275656616
2015-03-17,0.009762145805038765
2015-03-18,0.0002158155674723966
2015-03-19,0.001154914845676508
2015-03-20,0.00801775764439358
2015-03-23,0.0019868409943477397
2015-03-24,0.00047266724272750776
2015-03-25,0.010743049124484316
2015-03-26,0.006193745537972001
2015-03-27,0.004093098004200706
2015-03-30,0.002100647533771295
2015-03-31,0.001337275823591215
2015-04-01,0.0035381512898520207
2015-04-02,0.0033104221616678878
2015-04-03,0.00292710666068028
2015-04-06,0.00373050432235051
2015-04-07,9.549491098486546e-05
2015-04-08,0.002198561417568891
2015-04-09,0.002942119927275222
2015-04-10,0.00017274719680551026
2015-04-13,0.0033064771396305592
2015-04-14,0.005396380617084716
2015-04-15,0.002532877575797267
2015-04-16,0.005343969104667442
2015-04-17,0.0011362915260092962
2015-04-20,0.0007875006730452168
2015-04-21,0.0014599354910002638
2015-04-22,0.0012767383786038491
2015-04-23,0.014051445778756111
2015-04-24,0.006405661257950196
2015-04-27,0.002648315939231448
2015-04-28,0.0026990451833389245
2015-04-29,0.009485076124157547
2015-04-30,0.0036301479264787898
2015-05-01,0.001339052523852434
2015-05-04,0.0022006648512900087
2015-05-05,0.0031659937042046865
2015-05-06,0.003677304194989968
2015-05-07,0.0023311559649434738
2015-05-08,0.00275559742860889
2015-05-11,0.006318981846930687
2015-05-12,0.0014488050980851347
2015-05-13,9.60266870231874e-05
2015-05-14,0.0009605675151339935
2015-05-18,0.0065134863417753985
2015-05-19,0.001145000825220982
2015-05-20,0.004109135172410808
2015-05-21,0.005088021170156623
2015-05-22,0.0019230527171889764
2015-05-25,0.004139196595859693
2015-05-26,0.0005689196124296081
2015-05-27,0.0011478277168450596
2015-05-28,0.0009463211280833425
2015-05-29,0.0014695443917302764
2015-06-01,0.002130758679962881
2015-06-02,0.0015501137740309007
2015-06-03,0.007311100176662269
2015-06-04,0.010933798628931748
2015-06-05,0.004305695086838202
2015-06-08,0.003059620139767426
2015-06-09,0.0019324431180434837
2015-06-10,0.0037966301953308093
2015-06-11,0.003801153100522904
2015-06-12,0.004182018885131214
2015-06-15,0.0065267256063296294
2015-06-16,0.005096986603422671
2015-06-17,0.0009543341786691986
2015-06-18,0.0004774519049945969
2015-06-19,0.0008306696724252813
2015-06-22,0.004112396706173055
2015-06-23,0.0017138911586866215
2015-06-24,0.0021644533377465705
2015-06-25,0.002948678538912064
2015-06-26,0.0029495537231429628
2015-06-29,0.016306965600887388
2015-06-30,0.006181195354154893
