date,daily_price_eur_mwh,n_hours
2022-12-20,188.90166666666667,24
2022-12-21,213.63333333333333,24
2022-12-22,192.21291666666664,24
2022-12-23,183.07541666666668,24
2022-12-24,113.495,24
2022-12-25,103.09541666666667,24
2022-12-26,39.410000000000004,24
2022-12-27,92.43916666666667,24
2022-12-28,44.17666666666667,24
2022-12-29,14.08625,24
2022-12-30,14.15875,24
2022-12-31,-1.0062499999999999,24
2023-01-01,17.541666666666668,24
2023-01-02,126.82416666666666,24
2023-01-03,143.90791666666667,24
2023-01-04,55.57333333333333,24
2023-01-05,111.92041666666665,24
2023-01-06,117.05416666666667,24
2023-01-07,85.21625,24
2023-01-08,71.61666666666666,24
2023-01-09,130.57874999999999,24
2023-01-10,118.92125,24
2023-01-11,84.70083333333334,24
2023-01-12,71.27458333333333,24
2023-01-13,66.35208333333334,24
2023-01-14,28.438333333333333,24
2023-01-15,11.595416666666667,24
2023-01-16,130.34166666666667,24
2023-01-17,134.59208333333333,24
2023-01-18,143.28458333333333,24
2023-01-19,149.68708333333333,24
2023-01-20,180.54458333333332,24
2023-01-21,143.70291666666665,24
2023-01-22,152.04083333333332,24
2023-01-23,203.39625,24
2023-01-24,202.03958333333333,24
2023-01-25,181.77666666666667,24
2023-01-26,167.04375000000002,24
2023-01-27,168.96541666666667,24
2023-01-28,145.32166666666666,24
2023-01-29,119.01083333333334,24
2023-01-30,76.25583333333334,24
2023-01-31,116.73541666666667,24
2023-02-01,92.84291666666667,24
2023-02-02,137.56333333333333,24
2023-02-03,102.23833333333333,24
2023-02-04,147.5175,24
2023-02-05,131.76208333333332,24
2023-02-06,172.9958333333333,24
2023-02-07,173.51708333333332,24
2023-02-08,150.00083333333333,24
2023-02-09,133.09166666666667,24
2023-02-10,124.55624999999999,24
2023-02-11,107.9275,24
2023-02-12,136.63291666666666,24
2023-02-13,163.41791666666668,24
2023-02-14,154.45916666666668,24
2023-02-15,142.60666666666665,24
2023-02-16,136.4475,24
2023-02-17,77.90291666666667,24
2023-02-18,98.04375,24
2023-02-19,112.79708333333333,24
2023-02-20,60.23500000000001,24
2023-02-21,126.17083333333333,24
2023-02-22,148.43041666666667,24
2023-02-23,146.07874999999999,24
2023-02-24,116.50541666666668,24
2023-02-25,89.95041666666667,24
2023-02-26,110.50708333333334,24
2023-02-27,152.74,24
2023-02-28,148.00666666666666,24
2023-03-01,142.66583333333332,24
2023-03-02,144.91,24
2023-03-03,135.42916666666667,24
2023-03-04,107.44083333333333,24
2023-03-05,122.97708333333333,24
2023-03-06,149.08791666666667,24
2023-03-07,107.54458333333334,24
2023-03-08,138.86375,24
2023-03-09,126.75041666666665,24
2023-03-10,114.2525,24
2023-03-11,100.72125,24
2023-03-12,92.40666666666668,24
2023-03-13,35.62166666666666,24
2023-03-14,75.4825,24
2023-03-15,128.21416666666667,24
2023-03-16,102.70208333333333,24
2023-03-17,94.76,24
2023-03-18,109.49083333333334,24
2023-03-19,112.57416666666667,24
2023-03-20,125.03916666666667,24
2023-03-21,113.23041666666666,24
2023-03-22,79.8025,24
2023-03-23,74.17083333333333,24
2023-03-24,51.45666666666667,24
2023-03-25,15.68125,24
2023-03-26,73.91,24
2023-03-27,91.14458333333333,24
2023-03-28,114.47000000000001,24
2023-03-29,115.67791666666666,24
2023-03-30,79.69375000000001,24
2023-03-31,98.26291666666667,24
2023-04-01,55.0975,24
2023-04-02,70.92083333333333,24
2023-04-03,114.99125,24
2023-04-04,133.10791666666668,24
2023-04-05,141.55041666666668,24
2023-04-06,121.75875,24
2023-04-07,110.23666666666666,24
2023-04-08,117.23833333333333,24
2023-04-09,102.30624999999999,24
2023-04-10,32.57375,24
2023-04-11,67.54333333333334,24
2023-04-12,107.62958333333334,24
2023-04-13,110.4375,24
2023-04-14,129.00458333333333,24
2023-04-15,105.92791666666666,24
2023-04-16,110.55166666666668,24
2023-04-17,123.46458333333334,24
2023-04-18,107.91125,24
2023-04-19,87.295,24
2023-04-20,111.52958333333333,24
2023-04-21,89.63875,24
2023-04-22,84.80791666666666,24
2023-04-23,84.50375,24
2023-04-24,105.45333333333333,24
2023-04-25,100.87333333333333,24
2023-04-26,111.51125,24
2023-04-27,111.55666666666667,24
2023-04-28,107.21791666666667,24
2023-04-29,99.23875,24
2023-04-30,69.09625,24
2023-05-01,86.4775,24
2023-05-02,107.19291666666668,24
2023-05-03,107.17750000000001,24
2023-05-04,96.58,24
2023-05-05,97.42625,24
2023-05-06,88.37833333333333,24
2023-05-07,66.60875,24
2023-05-08,96.94041666666668,24
2023-05-09,94.69458333333334,24
2023-05-10,108.39791666666667,24
2023-05-11,115.80791666666666,24
2023-05-12,101.165,24
2023-05-13,78.1725,24
2023-05-14,73.09,24
2023-05-15,110.7325,24
2023-05-16,79.12791666666666,24
2023-05-17,80.62125,24
2023-05-18,85.87083333333334,24
2023-05-19,86.30624999999999,24
2023-05-20,44.288333333333334,24
2023-05-21,31.635416666666668,24
2023-05-22,97.39999999999999,24
2023-05-23,72.33083333333333,24
2023-05-24,103.81375000000001,24
2023-05-25,80.33541666666666,24
2023-05-26,70.34708333333333,24
2023-05-27,62.58291666666667,24
2023-05-28,24.138333333333335,24
2023-05-29,22.825,24
2023-05-30,88.65625,24
2023-05-31,71.91583333333334,24
2023-06-01,73.08958333333334,24
2023-06-02,81.11083333333333,24
2023-06-03,55.982499999999995,24
2023-06-04,49.41416666666667,24
2023-06-05,91.165,24
2023-06-06,99.13041666666668,24
2023-06-07,100.9225,24
2023-06-08,84.58083333333333,24
2023-06-09,86.20166666666667,24
2023-06-10,53.03208333333333,24
2023-06-11,43.10375,24
2023-06-12,96.08541666666666,24
2023-06-13,90.57166666666666,24
2023-06-14,103.97833333333334,24
2023-06-15,121.88708333333334,24
2023-06-16,127.76291666666667,24
2023-06-17,104.2625,24
2023-06-18,90.80583333333334,24
2023-06-19,118.56333333333333,24
2023-06-20,121.08833333333332,24
2023-06-21,124.55166666666666,24
2023-06-22,123.31666666666666,24
2023-06-23,107.57541666666667,24
2023-06-24,82.10875,24
2023-06-25,75.21916666666667,24
2023-06-26,96.96,24
2023-06-27,100.84875,24
2023-06-28,114.21791666666667,24
2023-06-29,117.6425,24
2023-06-30,110.01208333333334,24
2023-07-01,58.12166666666667,24
2023-07-02,-50.12583333333333,24
2023-07-03,56.04458333333333,24
2023-07-04,87.5175,24
2023-07-05,67.33624999999999,24
2023-07-06,108.96541666666667,24
2023-07-07,101.90666666666668,24
2023-07-08,82.97375,24
2023-07-09,89.46999999999998,24
2023-07-10,115.05541666666666,24
2023-07-11,103.84625,24
2023-07-12,88.03458333333333,24
2023-07-13,97.51166666666667,24
2023-07-14,93.98291666666667,24
2023-07-15,31.277916666666666,24
2023-07-16,20.145833333333332,24
2023-07-17,81.29041666666667,24
2023-07-18,106.99624999999999,24
2023-07-19,96.62416666666667,24
2023-07-20,96.89458333333334,24
2023-07-21,104.14791666666667,24
2023-07-22,75.52083333333333,24
2023-07-23,30.114583333333332,24
2023-07-24,92.00458333333334,24
2023-07-25,104.35125,24
2023-07-26,94.98541666666667,24
2023-07-27,93.37666666666667,24
2023-07-28,97.14208333333333,24
2023-07-29,75.085,24
2023-07-30,29.760416666666668,24
2023-07-31,71.60791666666667,24
2023-08-01,81.09666666666666,24
2023-08-02,62.56125,24
2023-08-03,51.435833333333335,24
2023-08-04,99.53041666666667,24
2023-08-05,89.50458333333334,24
2023-08-06,54.775416666666665,24
2023-08-07,14.757083333333332,24
2023-08-08,18.8225,24
2023-08-09,89.85708333333334,24
2023-08-10,103.39916666666666,24
2023-08-11,99.77916666666665,24
2023-08-12,79.00833333333334,24
2023-08-13,65.74791666666667,24
2023-08-14,103.56375000000001,24
2023-08-15,94.05666666666667,24
2023-08-16,110.76583333333333,24
2023-08-17,111.51208333333334,24
2023-08-18,108.49958333333332,24
2023-08-19,86.02125000000001,24
2023-08-20,89.66541666666666,24
2023-08-21,121.31583333333333,24
2023-08-22,123.89916666666666,24
2023-08-23,147.47791666666666,24
2023-08-24,144.56291666666667,24
2023-08-25,116.77833333333332,24
2023-08-26,95.96125,24
2023-08-27,101.11291666666666,24
2023-08-28,119.43166666666667,24
2023-08-29,122.84791666666666,24
2023-08-30,114.48375,24
2023-08-31,104.58,24
2023-09-01,109.20875000000001,24
2023-09-02,94.97291666666666,24
2023-09-03,82.19041666666666,24
2023-09-04,108.08166666666666,24
2023-09-05,103.03375,24
2023-09-06,106.13375,24
2023-09-07,100.12541666666668,24
2023-09-08,109.9575,24
2023-09-09,91.6175,24
2023-09-10,84.97291666666666,24
2023-09-11,153.245,24
2023-09-12,131.23958333333334,24
2023-09-13,109.30458333333333,24
2023-09-14,120.74541666666666,24
2023-09-15,107.8675,24
2023-09-16,96.20375,24
2023-09-17,86.28625,24
2023-09-18,87.7425,24
2023-09-19,37.47625,24
2023-09-20,55.67083333333334,24
2023-09-21,104.16041666666666,24
2023-09-22,105.43666666666667,24
2023-09-23,98.49791666666665,24
2023-09-24,62.92666666666667,24
2023-09-25,113.20041666666667,24
2023-09-26,128.155,24
2023-09-27,123.01875,24
2023-09-28,113.93708333333335,24
2023-09-29,104.16624999999999,24
2023-09-30,92.21249999999999,24
