"iteration","replication","scenario","contamination","percentage_contamination","shift_k","var_scenario","innov_dist","n","loss","bias_teta","bias_lin_teta","sq_error_teta","sq_error_lin_teta","k_rate"
3,1000,"H2","AO",0.1,0.75,"i","gaussian",5000,"Welsh",-0.010715785070429,0.00265498105677486,0.000114828049675628,7.04892441183337e-06,0.5768
3,1000,"H0","IO",0.1,0.75,"i","gaussian",100,"Welsh",-0.570771231679332,-0.396355658959691,0.325779798912742,0.157097808389371,0.6394
3,1000,"H0","IO",0.1,0.75,"i","gaussian",500,"Welsh",-0.0681235041764599,0.0252151785802095,0.00464081182128016,0.000635805230831854,0.6477
3,1000,"H0","IO",0.1,0.75,"i","gaussian",1000,"Welsh",0.0411795816386581,0.0579589732336206,0.00169575794393491,0.00335924257829555,0.6498
3,1000,"H0","IO",0.1,0.75,"i","gaussian",5000,"Welsh",-0.0197810930296823,-0.0194279305673612,0.000391291641448947,0.000377444486130208,0.6497
3,1000,"H1","IO",0.1,0.75,"i","gaussian",100,"Welsh",-0.439514817517256,0.0164686956915214,0.193173274817227,0.000271217937779935,0.6394
3,1000,"H1","IO",0.1,0.75,"i","gaussian",500,"Welsh",-0.0834824773926903,-0.022790542738469,0.00696932403162105,0.000519408838313981,0.6477
3,1000,"H1","IO",0.1,0.75,"i","gaussian",1000,"Welsh",-0.164763933754151,-0.125695287718476,0.0271471538661421,0.0157993053546304,0.6129
3,1000,"H1","IO",0.1,0.75,"i","gaussian",5000,"Welsh",-0.0763325042460645,-0.0613439484412687,0.00582665120447546,0.00376308001036504,0.6185
3,1000,"H2","IO",0.1,0.75,"i","gaussian",100,"Welsh",-0.00253480567979181,0.217242780726874,6.42523983430481e-06,0.0471944257779445,0.6394
3,1000,"H2","IO",0.1,0.75,"i","gaussian",500,"Welsh",0.096976622530332,0.164677846175397,0.0094044653173905,0.0271187930209678,0.6089
3,1000,"H2","IO",0.1,0.75,"i","gaussian",1000,"Welsh",-0.107429430619268,-0.0993939185917261,0.01154108256318,0.00987915105301868,0.5663
